,Date,Open,High,Low,Close,Adj Close,Volume
0,2020-01-02,1348.410034,1368.680054,1346.48999,1368.680054,1368.680054,1363900
1,2020-01-03,1348.0,1373.75,1347.319946,1361.52002,1361.52002,1170400
2,2020-01-06,1351.630005,1398.319946,1351.0,1397.810059,1397.810059,2338400
3,2020-01-07,1400.459961,1403.5,1391.560059,1395.109985,1395.109985,1716500
4,2020-01-08,1394.819946,1411.849976,1392.630005,1405.040039,1405.040039,1765700
5,2020-01-09,1421.930054,1428.680054,1410.209961,1419.790039,1419.790039,1660000
6,2020-01-10,1429.469971,1434.939941,1419.599976,1428.959961,1428.959961,1312900
7,2020-01-13,1435.25,1441.47998,1425.369995,1440.030029,1440.030029,1536500
8,2020-01-14,1440.0,1442.630005,1427.77002,1430.589966,1430.589966,1303800
9,2020-01-15,1433.02002,1440.780029,1431.660034,1439.199951,1439.199951,1077500
10,2020-01-16,1445.449951,1450.699951,1440.0,1450.160034,1450.160034,1304000
11,2020-01-17,1462.540039,1480.550049,1456.550049,1479.52002,1479.52002,2621200
12,2020-01-21,1479.0,1489.880005,1470.209961,1482.25,1482.25,2446500
13,2020-01-22,1489.72998,1500.579956,1482.660034,1483.869995,1483.869995,1422900
14,2020-01-23,1487.550049,1493.5,1480.319946,1484.689941,1484.689941,1332500
15,2020-01-24,1492.819946,1494.199951,1463.180054,1466.170044,1466.170044,1489300
16,2020-01-27,1431.540039,1436.579956,1419.5,1431.72998,1431.72998,1706600
17,2020-01-28,1441.73999,1454.800049,1430.359985,1450.5,1450.5,1486200
18,2020-01-29,1458.459961,1464.140015,1445.390015,1456.699951,1456.699951,1078300
19,2020-01-30,1438.099976,1455.25,1435.0,1454.25,1454.25,1355500
20,2020-01-31,1467.859985,1469.670044,1427.060059,1432.780029,1432.780029,2191100
21,2020-02-03,1461.650024,1486.300049,1456.609985,1482.599976,1482.599976,3581800
22,2020-02-04,1454.48999,1467.339966,1422.030029,1445.410034,1445.410034,4794000
23,2020-02-05,1463.609985,1464.579956,1429.680054,1446.050049,1446.050049,1818800
24,2020-02-06,1451.97998,1481.560059,1450.47998,1475.969971,1475.969971,1891100
25,2020-02-07,1467.390015,1485.25,1465.410034,1479.109985,1479.109985,1418000
26,2020-02-10,1477.22998,1508.880005,1475.199951,1508.660034,1508.660034,1915100
27,2020-02-11,1513.27002,1529.880005,1505.449951,1510.060059,1510.060059,1742600
28,2020-02-12,1515.859985,1520.300049,1508.670044,1518.630005,1518.630005,1552100
29,2020-02-13,1510.0,1525.949951,1504.0,1513.390015,1513.390015,1145700
30,2020-02-14,1514.530029,1520.050049,1505.550049,1518.72998,1518.72998,1159900
31,2020-02-18,1514.339966,1530.560059,1511.01001,1519.439941,1519.439941,1282100
32,2020-02-19,1527.199951,1530.73999,1520.97998,1524.869995,1524.869995,1137300
33,2020-02-20,1519.01001,1527.069946,1504.26001,1516.98999,1516.98999,1298100
34,2020-02-21,1504.579956,1510.949951,1478.48999,1483.459961,1483.459961,2126000
35,2020-02-24,1423.050049,1436.380005,1406.790039,1419.859985,1419.859985,2478000
36,2020-02-25,1431.0,1436.849976,1380.420044,1386.319946,1386.319946,2579000
37,2020-02-26,1394.97998,1413.670044,1376.550049,1390.469971,1390.469971,2488800
38,2020-02-27,1359.140015,1369.400024,1314.23999,1314.949951,1314.949951,3114500
39,2020-02-28,1274.310059,1342.449951,1268.209961,1339.25,1339.25,4009900
40,2020-03-02,1351.390015,1387.469971,1325.199951,1386.319946,1386.319946,2771500
41,2020-03-03,1397.680054,1408.189941,1329.23999,1337.719971,1337.719971,2830100
42,2020-03-04,1358.959961,1382.780029,1337.0,1381.599976,1381.599976,2379900
43,2020-03-05,1345.550049,1353.630005,1301.640015,1314.76001,1314.76001,2719000
44,2020-03-06,1269.949951,1302.75,1257.209961,1295.73999,1295.73999,3232000
45,2020-03-09,1204.959961,1252.72998,1198.040039,1215.790039,1215.790039,3462600
46,2020-03-10,1254.390015,1275.849976,1214.51001,1275.170044,1275.170044,2743600
47,2020-03-11,1248.27002,1256.930054,1191.140015,1210.900024,1210.900024,2736600
48,2020-03-12,1122.619995,1188.75,1108.469971,1111.550049,1111.550049,4716300
49,2020-03-13,1174.98999,1214.400024,1112.290039,1214.27002,1214.27002,3970000
50,2020-03-16,1089.609985,1145.469971,1067.079956,1073.0,1073.0,4826000
51,2020-03-17,1090.640015,1126.0,1049.099976,1118.060059,1118.060059,4159700
52,2020-03-18,1059.939941,1104.98999,1037.0,1091.189941,1091.189941,4652200
53,2020-03-19,1088.219971,1152.609985,1055.550049,1111.670044,1111.670044,3703200
54,2020-03-20,1130.900024,1138.47998,1062.099976,1068.209961,1068.209961,4143900
55,2020-03-23,1056.369995,1066.910034,1008.869995,1054.130005,1054.130005,4183600
56,2020-03-24,1103.97998,1133.329956,1086.430054,1130.01001,1130.01001,3623400
57,2020-03-25,1124.579956,1146.170044,1083.01001,1101.619995,1101.619995,4516200
58,2020-03-26,1114.719971,1171.47998,1092.030029,1162.920044,1162.920044,3828100
59,2020-03-27,1127.469971,1151.050049,1104.0,1110.26001,1110.26001,3139700
60,2020-03-30,1132.640015,1151.0,1098.48999,1146.310059,1146.310059,2936800
61,2020-03-31,1148.72998,1173.400024,1136.719971,1161.949951,1161.949951,3261400
