,Date,Open,High,Low,Close,Adj Close,Volume
187,2020-09-29,6.21,6.23,6.06,6.12,6.109869,73571600
188,2020-09-30,6.14,6.29,6.14,6.23,6.219687,96781600
189,2020-10-01,6.27,6.29,6.11,6.24,6.229671,79175600
190,2020-10-02,6.05,6.4,6.05,6.39,6.379422,90076400
191,2020-10-05,6.39,6.45,6.32,6.41,6.399389,58283600
192,2020-10-06,6.43,6.58,6.11,6.17,6.159787,170066200
193,2020-10-07,6.22,6.4,6.21,6.31,6.299555,83286100
194,2020-10-08,6.36,6.67,6.34,6.65,6.638992,103167300
195,2020-10-09,7.07,7.07,6.7,6.84,6.828678,171507500
196,2020-10-12,6.92,6.92,6.74,6.83,6.818694,89036400
197,2020-10-13,6.79,6.82,6.66,6.72,6.708876,75287600
198,2020-10-14,6.72,6.89,6.72,6.82,6.808711,97948700
199,2020-10-15,6.7,6.88,6.61,6.87,6.858628,89252700
200,2020-10-16,6.96,7.35,6.94,7.29,7.277933,169147300
201,2020-10-19,7.39,7.47,7.23,7.29,7.277933,130837100
202,2020-10-20,7.35,7.42,7.27,7.34,7.32785,98420100
203,2020-10-21,7.28,7.41,7.27,7.32,7.307883,73811100
204,2020-10-22,7.33,7.75,7.32,7.72,7.707221,95766900
205,2020-10-23,7.93,8.03,7.56,7.63,7.61737,132563200
206,2020-10-26,7.46,7.56,7.28,7.38,7.367784,104254400
207,2020-10-27,7.4,7.4,7.09,7.1,7.088247,98170000
208,2020-10-28,7.51,7.86,7.41,7.42,7.407717,253494100
209,2020-10-29,7.66,7.74,7.31,7.37,7.3578,123298000
210,2020-10-30,7.34,7.54,7.29,7.42,7.407717,102370100
211,2020-11-02,7.5,7.58,7.33,7.52,7.507552,108878300
212,2020-11-03,7.65,7.92,7.54,7.85,7.837006,97872500
213,2020-11-04,7.69,8.02,7.53,7.85,7.837006,126925100
214,2020-11-05,7.95,8.05,7.91,7.99,7.976774,85806800
215,2020-11-06,8.02,8.14,7.96,8.09,8.076609,84125500
216,2020-11-09,9.35,9.41,8.61,8.72,8.705565,193282700
217,2020-11-10,8.82,9.1,8.75,8.98,8.965135,164733600
218,2020-11-11,9.11,9.12,8.83,8.89,8.875285,87440000
219,2020-11-12,8.76,8.87,8.67,8.76,8.7455,79518400
220,2020-11-13,8.86,9.25,8.85,9.25,9.234689,129980300
221,2020-11-16,9.61,9.64,9.42,9.57,9.554158,118772000
222,2020-11-17,9.45,9.74,9.33,9.68,9.663977,90348600
223,2020-11-18,9.97,10.05,9.73,9.73,9.713894,148865800
224,2020-11-19,9.62,9.76,9.51,9.66,9.64401,87177500
225,2020-11-20,9.64,9.83,9.59,9.76,9.743845,80135500
226,2020-11-23,9.86,10.27,9.86,10.07,10.05333,108197300
227,2020-11-24,10.71,10.85,10.4,10.45,10.432701,176288800
228,2020-11-25,10.53,10.56,10.34,10.5,10.482619,109872900
229,2020-11-27,10.55,10.56,10.31,10.4,10.382784,54154800
230,2020-11-30,10.39,10.39,9.96,10.18,10.163149,125104100
231,2020-12-01,10.33,10.48,10.11,10.15,10.133198,86767100
